l2miss,r1b2,LLC-load-misses,LLC-store-misses,instructions,cycles,stall_cycles,intra_coh,inter_coh,wall-cycles,llc_occupancy
37029646,40,26246800,892392,2397668994,5661166899,4097077767,2,0,419962419,40501248
36000023,23,25130954,938972,2257335326,5350913168,3853775784,137,0,419938344,40370176
35775665,20,24547847,887830,2216171752,5286949511,3813593294,4,0,419944083,40304640
35638428,74,24785043,925618,2236736152,5294512778,3808600006,0,0,419962704,40501248
35888233,0,24705944,888342,2209039781,5275557328,3813172075,0,0,419950533,40435712
35458921,515,24800269,905573,2225929356,5297828104,3812837209,5,0,419968482,40042496
35790885,521,24813528,902545,2210277357,5272921402,3808071989,2,0,420002295,40435712
34368142,1539985,22497673,860745,2124133929,4928385437,3506543546,59,0,419907954,40435712
32548216,2,21830823,804199,2068484122,4784773371,3396241103,2,0,419925294,40566784
32744570,259,21666283,794054,2025765032,4738950810,3389700928,5,0,419915601,40501248
29598754,18,20161731,810788,1874001850,4330866925,3067899299,89,0,419935197,40239104
29153568,380,19778576,702137,1828907478,4238052743,3014825696,0,0,419926071,39452672
27393929,0,18869815,696095,1787501753,4148905666,2968467657,4,0,419928765,40173568
25719487,246,18402737,717103,1724857068,4044449794,2909617236,2,0,419914182,40304640
26051714,328,18598849,690801,1751651355,4121739623,2976683041,0,0,419941539,40173568
25963350,7,18821429,714706,1766407721,4126946817,2966449809,0,0,419962839,40173568
24272947,1996784,16901889,711371,1597435976,3706946096,2672491736,59,0,419961594,40632320
21549274,149,15872266,525077,1540540239,3559515777,2583196239,2,0,419911149,40501248
20881686,0,15751629,472849,1522134058,3482257188,2527927408,0,0,419938896,40304640
20838183,276,15575360,470472,1522980614,3483254051,2531939193,2,0,419913822,40304640
20564092,0,15673904,454571,1519212709,3445693136,2495607698,2,0,419931072,40239104
17899321,39,13758545,328765,1364953019,3098320753,2262691837,21,0,419911422,40501248
14872953,42,12171269,245410,1281032276,2830494788,2070212247,0,0,422436861,39452672
15104531,345,12605856,221927,1326813643,2916141072,2132438225,64,0,417364734,40173568
13022382,312,11430136,131544,1259978882,2687404615,1978141875,0,0,419918100,40304640
12097217,574,10356607,115420,1148062891,2437350971,1778545550,52,0,419930514,40304640
11367943,0,9827737,134880,1091085079,2315314186,1691208567,0,0,419921244,40370176
11503119,655,9710022,118870,1079399827,2308604442,1696601723,4,0,419905479,39780352
11250278,0,9685902,135215,1088856885,2320713865,1699407801,0,0,419902695,39649280
11438561,38,9581254,125731,1068397886,2271985902,1667751484,4,0,419867148,39976960
8388032,12,6811458,132092,766079267,1613626247,1151178347,131,0,419853990,36831232
7855729,496,6629586,93510,748268631,1553135354,1124338812,0,0,419911479,40304640
6242660,432,6195068,0,703960835,1461244168,1086553761,0,0,419892909,39780352
6114017,0,6059558,27,690012316,1442859170,1076743514,0,0,419868351,39256064
3563653,3609851,2913472,96549,372728037,795898731,620095017,16,0,419912100,38600704
3045754,365,3025949,0,353820364,782810819,595500696,0,0,419873247,37552128
2492021,1957892,2367371,54375,291223591,613560377,465071377,0,0,419830821,37945344
1619632,0,1611352,0,188002192,419932953,320303449,0,0,419860878,37617664
1645642,0,1640489,0,192046523,449275675,347170228,0,0,419893782,36110336
1663095,7,1655261,0,193188325,450599667,347954307,0,0,419864541,37486592
1664290,0,1629585,0,197252814,449167275,345256449,0,0,419844345,37486592
1671104,0,1667851,0,195278474,447003692,343394438,0,0,419840739,36700160
1664210,0,1650014,0,192860014,449941851,348859118,0,0,419839350,37486592
800260,2081129,716090,59936,96841855,202285507,155774747,279,0,419559397,33423360
